train_number,train_name,source_station,source_code,destination_station,destination_code,departure_time,arrival_time,distance_km,duration_hours,duration_min,stops,class_type,fare
40503,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,4.40.00,6.25.00,60,1,60,1,3A,134.5
40503,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,4.40.00,6.25.00,60,1,60,1,2A,217.5
40505,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,MSB,CHENGALPATTU,CGL,5.00.00,6.45.00,63,1,60,1,SL,57.8
40505,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,MSB,CHENGALPATTU,CGL,5.00.00,6.45.00,63,1,60,1,3A,139.22
40505,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,MSB,CHENGALPATTU,CGL,5.00.00,6.45.00,63,1,60,1,2A,225.38
40507,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,5.20.00,7.05.00,63,1,60,1,SL,57.8
40507,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,5.20.00,7.05.00,63,1,60,1,3A,139.22
40507,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,5.20.00,7.05.00,63,1,60,1,2A,225.38
40509,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,5.40.00,7.25.00,63,1,60,1,SL,57.8
40509,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,5.40.00,7.25.00,63,1,60,1,3A,139.22
40509,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,5.40.00,7.25.00,63,1,60,1,2A,225.38
40511,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.10.00,7.55.00,63,1,60,1,SL,57.8
40511,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.10.00,7.55.00,63,1,60,1,3A,139.22
40511,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.10.00,7.55.00,63,1,60,1,2A,225.38
40513,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.30.00,8.15.00,63,1,60,1,SL,57.8
40513,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.30.00,8.15.00,63,1,60,1,3A,139.22
40513,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.30.00,8.15.00,63,1,60,1,2A,225.38
54056,Delhi Moradabad Passenger,OLD DELHI,DLI,MORADABAD,MB,9.40.00,14.35.00,175,4,240,2,SL,125
54056,Delhi Moradabad Passenger,OLD DELHI,DLI,MORADABAD,MB,9.40.00,14.35.00,175,4,240,2,3A,315.62
54056,Delhi Moradabad Passenger,OLD DELHI,DLI,MORADABAD,MB,9.40.00,14.35.00,175,4,240,2,2A,519.38
54305,Moradabad Hapur Passenger,MORADABAD,MB,HAPUR,HPU,6.05.00,9.50.00,118,3,180,1,SL,90.8
54305,Moradabad Hapur Passenger,MORADABAD,MB,HAPUR,HPU,6.05.00,9.50.00,118,3,180,1,3A,225.85
54305,Moradabad Hapur Passenger,MORADABAD,MB,HAPUR,HPU,6.05.00,9.50.00,118,3,180,1,2A,369.75
54307,Moradabad Delhi Passenger,MORADABAD,MB,OLD DELHI,DLI,17.00.00,22.25.00,175,5,300,2,SL,125
54307,Moradabad Delhi Passenger,MORADABAD,MB,OLD DELHI,DLI,17.00.00,22.25.00,175,5,300,2,3A,315.62
54307,Moradabad Delhi Passenger,MORADABAD,MB,OLD DELHI,DLI,17.00.00,22.25.00,175,5,300,2,2A,519.38
54315,Moradabad Sahranpur Passenger,MORADABAD,MB,SAHARANPUR,SRE,18.15.00,23.20.00,194,5,300,2,SL,136.4
54315,Moradabad Sahranpur Passenger,MORADABAD,MB,SAHARANPUR,SRE,18.15.00,23.20.00,194,5,300,2,3A,345.55
54315,Moradabad Sahranpur Passenger,MORADABAD,MB,SAHARANPUR,SRE,18.15.00,23.20.00,194,5,300,2,2A,569.25
54395,MORADABAD -  NAJIBABAD  PASSENGER,MORADABAD,MB,NAJIBABAD JN,NBD,18.50.00,1.20.00,161,6,360,2,SL,116.6
54395,MORADABAD -  NAJIBABAD  PASSENGER,MORADABAD,MB,NAJIBABAD JN,NBD,18.50.00,1.20.00,161,6,360,2,3A,293.57
54395,MORADABAD -  NAJIBABAD  PASSENGER,MORADABAD,MB,NAJIBABAD JN,NBD,18.50.00,1.20.00,161,6,360,2,2A,482.62
55323,MORADABAD - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,20.50.00,22.50.00,77,2,120,1,SL,66.2
55323,MORADABAD - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,20.50.00,22.50.00,77,2,120,1,3A,161.28
55323,MORADABAD - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,20.50.00,22.50.00,77,2,120,1,2A,262.12
12288,DEHRADUN - KOCHUVELI SF Express,DEHRADUN,DDN,KOCHUVELI,KCVL,6.00.00,15.30.00,3459,57,3420,43,SL,2095.4
12288,DEHRADUN - KOCHUVELI SF Express,DEHRADUN,DDN,KOCHUVELI,KCVL,6.00.00,15.30.00,3459,57,3420,43,3A,5487.93
12288,DEHRADUN - KOCHUVELI SF Express,DEHRADUN,DDN,KOCHUVELI,KCVL,6.00.00,15.30.00,3459,57,3420,43,2A,9139.88
12665,HOWRAH - KANNIYAKUMARI SF Exp,HOWRAH JN,HWH,KANYAKUMARI,CAPE,16.10.00,11.40.00,2431,43,2580,30,SL,1478.6
12665,HOWRAH - KANNIYAKUMARI SF Exp,HOWRAH JN,HWH,KANYAKUMARI,CAPE,16.10.00,11.40.00,2431,43,2580,30,3A,3868.82
12665,HOWRAH - KANNIYAKUMARI SF Exp,HOWRAH JN,HWH,KANYAKUMARI,CAPE,16.10.00,11.40.00,2431,43,2580,30,2A,6441.38
12778,TRIVANDRUM KOCHUVELI - HUBLI SF Exp,KOCHUVELI,KCVL,HUBLI JN,UBL,12.50.00,12.45.00,1307,23,1380,16,SL,804.2
12778,TRIVANDRUM KOCHUVELI - HUBLI SF Exp,KOCHUVELI,KCVL,HUBLI JN,UBL,12.50.00,12.45.00,1307,23,1380,16,3A,2098.53
12778,TRIVANDRUM KOCHUVELI - HUBLI SF Exp,KOCHUVELI,KCVL,HUBLI JN,UBL,12.50.00,12.45.00,1307,23,1380,16,2A,3490.88
14707,BIKANER - MUMBAI BANDRA Ranakpur Exp,BIKANER JN,BKN,MUMBAI BANDRA TERMINUS,BDTS,9.30.00,10.55.00,1212,25,1500,15,SL,747.2
14707,BIKANER - MUMBAI BANDRA Ranakpur Exp,BIKANER JN,BKN,MUMBAI BANDRA TERMINUS,BDTS,9.30.00,10.55.00,1212,25,1500,15,3A,1948.9
14707,BIKANER - MUMBAI BANDRA Ranakpur Exp,BIKANER JN,BKN,MUMBAI BANDRA TERMINUS,BDTS,9.30.00,10.55.00,1212,25,1500,15,2A,3241.5
16352,NAGERCOIL - Chhatrapati Shivaji Maharaj Terminus Balaji Exp,NAGERCOIL JN,NCJ,Chhatrapati Shivaji Maharaj Terminus,CSMT,4.40.00,20.50.00,1967,40,2400,25,SL,1200.2
16352,NAGERCOIL - Chhatrapati Shivaji Maharaj Terminus Balaji Exp,NAGERCOIL JN,NCJ,Chhatrapati Shivaji Maharaj Terminus,CSMT,4.40.00,20.50.00,1967,40,2400,25,3A,3138.03
16352,NAGERCOIL - Chhatrapati Shivaji Maharaj Terminus Balaji Exp,NAGERCOIL JN,NCJ,Chhatrapati Shivaji Maharaj Terminus,CSMT,4.40.00,20.50.00,1967,40,2400,25,2A,5223.38
16723,CHENNAI EGMORE - TRIVANDRUM Anantapuri Exp,CHENNAI EGMORE,MS,TRIVANDRUM CENTRAL,TVC,19.15.00,11.05.00,798,15,900,10,SL,498.8
16723,CHENNAI EGMORE - TRIVANDRUM Anantapuri Exp,CHENNAI EGMORE,MS,TRIVANDRUM CENTRAL,TVC,19.15.00,11.05.00,798,15,900,10,3A,1296.85
16723,CHENNAI EGMORE - TRIVANDRUM Anantapuri Exp,CHENNAI EGMORE,MS,TRIVANDRUM CENTRAL,TVC,19.15.00,11.05.00,798,15,900,10,2A,2154.75
38468,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,17.14.00,19.02.00,71,1,60,1,SL,62.6
38468,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,17.14.00,19.02.00,71,1,60,1,3A,151.82
38468,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,17.14.00,19.02.00,71,1,60,1,2A,246.38
38470,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,17.45.00,19.35.00,71,1,60,1,SL,62.6
38470,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,17.45.00,19.35.00,71,1,60,1,3A,151.82
38470,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,17.45.00,19.35.00,71,1,60,1,2A,246.38
40515,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.45.00,8.25.00,63,1,60,1,SL,57.8
40515,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.45.00,8.25.00,63,1,60,1,3A,139.22
40515,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.45.00,8.25.00,63,1,60,1,2A,225.38
40517,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.55.00,8.35.00,63,1,60,1,SL,57.8
40517,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.55.00,8.35.00,63,1,60,1,3A,139.22
40517,Chennai Beach Chengulpet EMU(12 car),CHENNAI BEACH,MSB,CHENGALPATTU,CGL,6.55.00,8.35.00,63,1,60,1,2A,225.38
40519,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,7.38.00,9.30.00,59,1,60,1,SL,55.4
40519,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,7.38.00,9.30.00,59,1,60,1,3A,132.93
40519,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,7.38.00,9.30.00,59,1,60,1,2A,214.88
40701,Chennai Beach Tirumalpur EMU,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,7.05.00,10.05.00,112,3,180,1,SL,87.2
40701,Chennai Beach Tirumalpur EMU,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,7.05.00,10.05.00,112,3,180,1,3A,216.4
40701,Chennai Beach Tirumalpur EMU,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,7.05.00,10.05.00,112,3,180,1,2A,354
40705,Chennai Beach Tirumalpur local,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,10.45.00,13.30.00,108,2,120,1,SL,84.8
40705,Chennai Beach Tirumalpur local,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,10.45.00,13.30.00,108,2,120,1,3A,210.1
40705,Chennai Beach Tirumalpur local,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,10.45.00,13.30.00,108,2,120,1,2A,343.5
40707,Chennai Beach Tirumalpur Fast EMU,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,18.10.00,20.35.00,108,2,120,1,SL,84.8
40707,Chennai Beach Tirumalpur Fast EMU,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,18.10.00,20.35.00,108,2,120,1,3A,210.1
40707,Chennai Beach Tirumalpur Fast EMU,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,18.10.00,20.35.00,108,2,120,1,2A,343.5
40711,Chennai Beach Tirumalpur Semi Fast EMU,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,20.20.00,23.00.00,108,2,120,1,SL,84.8
40711,Chennai Beach Tirumalpur Semi Fast EMU,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,20.20.00,23.00.00,108,2,120,1,3A,210.1
40711,Chennai Beach Tirumalpur Semi Fast EMU,CHENNAI BEACH,MSB,TIRUMALPUR,TMLP,20.20.00,23.00.00,108,2,120,1,2A,343.5
55303,MORADABAD - KATHGODAM Pass,MORADABAD,MB,KATHGODAM,KGM,6.30.00,11.10.00,131,4,240,2,SL,98.6
55303,MORADABAD - KATHGODAM Pass,MORADABAD,MB,KATHGODAM,KGM,6.30.00,11.10.00,131,4,240,2,3A,246.32
55303,MORADABAD - KATHGODAM Pass,MORADABAD,MB,KATHGODAM,KGM,6.30.00,11.10.00,131,4,240,2,2A,403.88
55305,MORADABAD - RAMNAGAR Fast Passenger,MORADABAD,MB,RAMNAGAR,RMR,4.20.00,6.10.00,77,1,60,1,SL,66.2
55305,MORADABAD - RAMNAGAR Fast Passenger,MORADABAD,MB,RAMNAGAR,RMR,4.20.00,6.10.00,77,1,60,1,3A,161.28
55305,MORADABAD - RAMNAGAR Fast Passenger,MORADABAD,MB,RAMNAGAR,RMR,4.20.00,6.10.00,77,1,60,1,2A,262.12
55307,MORADABAD - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,10.25.00,12.35.00,76,2,120,1,SL,65.6
55307,MORADABAD - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,10.25.00,12.35.00,76,2,120,1,3A,159.7
55307,MORADABAD - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,10.25.00,12.35.00,76,2,120,1,2A,259.5
55309,MORADABAD  - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,17.45.00,20.00.00,77,2,120,1,SL,66.2
55309,MORADABAD  - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,17.45.00,20.00.00,77,2,120,1,3A,161.28
55309,MORADABAD  - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,17.45.00,20.00.00,77,2,120,1,2A,262.12
55321,MORADABAD  - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,7.10.00,9.35.00,77,2,120,1,SL,66.2
55321,MORADABAD  - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,7.10.00,9.35.00,77,2,120,1,3A,161.28
55321,MORADABAD  - RAMNAGAR PASSENGER,MORADABAD,MB,RAMNAGAR,RMR,7.10.00,9.35.00,77,2,120,1,2A,262.12
40516,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,7.25.00,8.57.00,59,1,60,1,SL,55.4
40516,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,7.25.00,8.57.00,59,1,60,1,3A,132.93
40516,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,7.25.00,8.57.00,59,1,60,1,2A,214.88
40518,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,7.40.00,9.15.00,59,1,60,1,SL,55.4
40518,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,7.40.00,9.15.00,59,1,60,1,3A,132.93
40518,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,7.40.00,9.15.00,59,1,60,1,2A,214.88
40520,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.00.00,9.47.00,59,1,60,1,SL,55.4
40520,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.00.00,9.47.00,59,1,60,1,3A,132.93
40520,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.00.00,9.47.00,59,1,60,1,2A,214.88
40521,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,8.56.00,10.40.00,59,1,60,1,SL,55.4
40521,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,8.56.00,10.40.00,59,1,60,1,3A,132.93
40521,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,8.56.00,10.40.00,59,1,60,1,2A,214.88
40522,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.25.00,9.55.00,59,1,60,1,SL,55.4
40522,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.25.00,9.55.00,59,1,60,1,3A,132.93
40522,Chengulpet Chennai Beach Semi Fast EMU (12 Car),CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.25.00,9.55.00,59,1,60,1,2A,214.88
40523,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,9.37.00,11.25.00,59,1,60,1,SL,55.4
40523,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,9.37.00,11.25.00,59,1,60,1,3A,132.93
40523,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,9.37.00,11.25.00,59,1,60,1,2A,214.88
40524,Chengulpet Chennai Beach EMU,CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.35.00,10.23.00,59,1,60,1,SL,55.4
40524,Chengulpet Chennai Beach EMU,CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.35.00,10.23.00,59,1,60,1,3A,132.93
40524,Chengulpet Chennai Beach EMU,CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.35.00,10.23.00,59,1,60,1,2A,214.88
40526,Chengulpet Chennai Beach Fast EMU,CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.45.00,10.15.00,59,1,60,1,SL,55.4
40526,Chengulpet Chennai Beach Fast EMU,CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.45.00,10.15.00,59,1,60,1,3A,132.93
40526,Chengulpet Chennai Beach Fast EMU,CHENGALPATTU,CGL,CHENNAI BEACH,MSB,8.45.00,10.15.00,59,1,60,1,2A,214.88
40601,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,3.55.00,5.40.00,63,1,60,1,SL,57.8
40601,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,3.55.00,5.40.00,63,1,60,1,3A,139.22
40601,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,3.55.00,5.40.00,63,1,60,1,2A,225.38
40704,Tirumalpur Chennai Beach Fast EMU,TIRUMALPUR,TMLP,CHENNAI BEACH,MSB,7.05.00,9.30.00,108,2,120,1,SL,84.8
40704,Tirumalpur Chennai Beach Fast EMU,TIRUMALPUR,TMLP,CHENNAI BEACH,MSB,7.05.00,9.30.00,108,2,120,1,3A,210.1
40704,Tirumalpur Chennai Beach Fast EMU,TIRUMALPUR,TMLP,CHENNAI BEACH,MSB,7.05.00,9.30.00,108,2,120,1,2A,343.5
40706,Tirumalpur Chennai Beach Fast EMU,TIRUMALPUR,TMLP,CHENNAI BEACH,MSB,7.50.00,10.25.00,108,2,120,1,SL,84.8
40706,Tirumalpur Chennai Beach Fast EMU,TIRUMALPUR,TMLP,CHENNAI BEACH,MSB,7.50.00,10.25.00,108,2,120,1,3A,210.1
40706,Tirumalpur Chennai Beach Fast EMU,TIRUMALPUR,TMLP,CHENNAI BEACH,MSB,7.50.00,10.25.00,108,2,120,1,2A,343.5
42404,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,6.40.00,8.45.00,83,2,120,1,SL,69.8
42404,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,6.40.00,8.45.00,83,2,120,1,3A,170.72
42404,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,6.40.00,8.45.00,83,2,120,1,2A,277.88
42406,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,9.45.00,11.55.00,83,2,120,1,SL,69.8
42406,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,9.45.00,11.55.00,83,2,120,1,3A,170.72
42406,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,9.45.00,11.55.00,83,2,120,1,2A,277.88
42408,Sullurpetta Chennai Central EMU,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,11.10.00,13.10.00,83,2,120,1,SL,69.8
42408,Sullurpetta Chennai Central EMU,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,11.10.00,13.10.00,83,2,120,1,3A,170.72
42408,Sullurpetta Chennai Central EMU,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,11.10.00,13.10.00,83,2,120,1,2A,277.88
52941,GANDHIGRAM - SBI-BTD PASSENGER,GANDHIGRAM,GG,BOTAD JN,BTDF,9.00.00,13.10.00,155,4,240,2,SL,113
52941,GANDHIGRAM - SBI-BTD PASSENGER,GANDHIGRAM,GG,BOTAD JN,BTDF,9.00.00,13.10.00,155,4,240,2,3A,284.12
52941,GANDHIGRAM - SBI-BTD PASSENGER,GANDHIGRAM,GG,BOTAD JN,BTDF,9.00.00,13.10.00,155,4,240,2,2A,466.88
54308,Delhi Moradabad Passenger,OLD DELHI,DLI,MORADABAD,MB,1.45.00,7.30.00,175,5,300,2,SL,125
54308,Delhi Moradabad Passenger,OLD DELHI,DLI,MORADABAD,MB,1.45.00,7.30.00,175,5,300,2,3A,315.62
54308,Delhi Moradabad Passenger,OLD DELHI,DLI,MORADABAD,MB,1.45.00,7.30.00,175,5,300,2,2A,519.38
42412,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,13.30.00,15.30.00,83,2,120,1,SL,69.8
42412,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,13.30.00,15.30.00,83,2,120,1,3A,170.72
42412,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,13.30.00,15.30.00,83,2,120,1,2A,277.88
42414,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,15.15.00,17.40.00,83,2,120,1,SL,69.8
42414,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,15.15.00,17.40.00,83,2,120,1,3A,170.72
42414,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,15.15.00,17.40.00,83,2,120,1,2A,277.88
42416,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,18.15.00,20.25.00,83,2,120,1,SL,69.8
42416,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,18.15.00,20.25.00,83,2,120,1,3A,170.72
42416,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,18.15.00,20.25.00,83,2,120,1,2A,277.88
42420,Sullurpeta Chennai EMU,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,20.20.00,22.25.00,83,2,120,1,SL,69.8
42420,Sullurpeta Chennai EMU,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,20.20.00,22.25.00,83,2,120,1,3A,170.72
42420,Sullurpeta Chennai EMU,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,20.20.00,22.25.00,83,2,120,1,2A,277.88
42422,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,21.40.00,23.45.00,83,2,120,1,SL,69.8
42422,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,21.40.00,23.45.00,83,2,120,1,3A,170.72
42422,Spe-Mas Emu Local,SULLURUPETA,SPE,CHENNAI CENTRAL,MAS,21.40.00,23.45.00,83,2,120,1,2A,277.88
42802,Spe-Msb Emu local,SULLURUPETA,SPE,CHENNAI BEACH,MSB,7.25.00,9.45.00,83,2,120,1,SL,69.8
42802,Spe-Msb Emu local,SULLURUPETA,SPE,CHENNAI BEACH,MSB,7.25.00,9.45.00,83,2,120,1,3A,170.72
42802,Spe-Msb Emu local,SULLURUPETA,SPE,CHENNAI BEACH,MSB,7.25.00,9.45.00,83,2,120,1,2A,277.88
43401,Chennai Central Arakkonam Fast,CHENNAI CENTRAL,MAS,ARAKKONAM,AJJ,5.30.00,6.55.00,68,1,60,1,SL,60.8
43401,Chennai Central Arakkonam Fast,CHENNAI CENTRAL,MAS,ARAKKONAM,AJJ,5.30.00,6.55.00,68,1,60,1,3A,147.1
43401,Chennai Central Arakkonam Fast,CHENNAI CENTRAL,MAS,ARAKKONAM,AJJ,5.30.00,6.55.00,68,1,60,1,2A,238.5
43408,Arakkonam chennai Central Fast,ARAKKONAM,AJJ,CHENNAI CENTRAL,MAS,6.40.00,8.15.00,68,1,60,1,SL,60.8
43408,Arakkonam chennai Central Fast,ARAKKONAM,AJJ,CHENNAI CENTRAL,MAS,6.40.00,8.15.00,68,1,60,1,3A,147.1
43408,Arakkonam chennai Central Fast,ARAKKONAM,AJJ,CHENNAI CENTRAL,MAS,6.40.00,8.15.00,68,1,60,1,2A,238.5
43501,Chennai tiruttani EMU,CHENNAI CENTRAL,MAS,TIRUTTANI,TRT,4.00.00,6.15.00,82,2,120,1,SL,69.2
43501,Chennai tiruttani EMU,CHENNAI CENTRAL,MAS,TIRUTTANI,TRT,4.00.00,6.15.00,82,2,120,1,3A,169.15
43501,Chennai tiruttani EMU,CHENNAI CENTRAL,MAS,TIRUTTANI,TRT,4.00.00,6.15.00,82,2,120,1,2A,275.25
43506,Tiruttani Chennai Central Local,TIRUTTANI,TRT,CHENNAI CENTRAL,MAS,9.40.00,12.05.00,83,2,120,1,SL,69.8
43506,Tiruttani Chennai Central Local,TIRUTTANI,TRT,CHENNAI CENTRAL,MAS,9.40.00,12.05.00,83,2,120,1,3A,170.72
43506,Tiruttani Chennai Central Local,TIRUTTANI,TRT,CHENNAI CENTRAL,MAS,9.40.00,12.05.00,83,2,120,1,2A,277.88
43801,Chennai Beach Arakkonam EMU,CHENNAI BEACH,MSB,ARAKKONAM,AJJ,1.20.00,3.20.00,70,2,120,1,SL,62
43801,Chennai Beach Arakkonam EMU,CHENNAI BEACH,MSB,ARAKKONAM,AJJ,1.20.00,3.20.00,70,2,120,1,3A,150.25
43801,Chennai Beach Arakkonam EMU,CHENNAI BEACH,MSB,ARAKKONAM,AJJ,1.20.00,3.20.00,70,2,120,1,2A,243.75
43803,Chennai Beach Arakkonam EMU,CHENNAI BEACH,MSB,ARAKKONAM,AJJ,4.30.00,6.30.00,69,2,120,1,SL,61.4
43803,Chennai Beach Arakkonam EMU,CHENNAI BEACH,MSB,ARAKKONAM,AJJ,4.30.00,6.30.00,69,2,120,1,3A,148.68
43803,Chennai Beach Arakkonam EMU,CHENNAI BEACH,MSB,ARAKKONAM,AJJ,4.30.00,6.30.00,69,2,120,1,2A,241.12
43806,Arakkonam chennai Beach Fast,ARAKKONAM,AJJ,CHENNAI BEACH,MSB,7.50.00,9.20.00,69,1,60,1,SL,61.4
